Longitude,Latitude,Collision
-87.387505,40.624302,0
-87.337502,40.634941,0
-101.025734,32.902565,0
-100.972389,32.87886,0
-101.028061,32.911335,0
-100.941849,32.899021,0
-101.041435,32.884075,0
-100.976234,32.935978,0
-100.972221,32.849129,0
-100.994392,32.877773,0
-101.020157,32.928543,0
-100.944382,32.880993,0
-101.04512,32.885857,0
-100.993645,32.917114,0
-101.014015,32.905991,0
-100.963905,32.905972,0
-100.958847,32.894039,0
-101.033691,32.884171,0
-100.982384,32.875961,0
-100.998253,32.877815,0
-100.929276,32.877396,0
-100.932465,32.880547,0
-100.967613,32.904522,0
-100.96608,32.891987,0
-100.977142,32.903255,0
-100.99144,32.941532,0
-100.977379,32.888756,0
-101.01796,32.893238,0
-100.99015,32.875717,0
-100.980507,32.938995,0
-100.987411,32.941666,0
-100.968376,32.865883,0
-100.951714,32.883224,0
-100.955589,32.881855,0
-100.991554,32.859463,0
-101.029778,32.88414,0
-101.035957,32.907593,0
-100.977913,32.865227,0
-100.973076,32.889084,0
-100.962425,32.893234,0
-101.004074,32.920776,0
-100.96447,32.865013,0
-101.037331,32.895557,0
-101.002609,32.876705,0
-101.004486,32.889423,0
-101.018723,32.88121,0
-100.968582,32.878429,0
-101.022186,32.88287,0
-100.941032,32.910622,0
-101.023972,32.912586,0
-101.009224,32.921711,0
-101.012764,32.922092,0
-100.953217,32.896111,0
-100.983894,32.861389,0
-100.955353,32.865196,0
-101.021614,32.903126,0
-100.964424,32.85054,0
-100.997139,32.859512,0
-100.993446,32.890575,0
-100.940239,32.881641,0
-100.951309,32.864262,0
-100.991447,32.906826,0
-100.985092,32.88966,0
-100.945549,32.896908,0
-101.039482,32.90556,0
-100.997627,32.917217,0
-101.025856,32.884121,0
-101.000771,32.890293,0
-101.037598,32.884193,0
-101.015892,32.924892,0
-100.972382,32.922337,0
-100.986267,32.875816,0
-100.984406,32.939548,0
-100.968338,32.849945,0
-101.001038,32.859547,0
-101.044136,32.905231,0
-100.952705,32.907265,0
-101.012993,32.881229,0
-100.980736,32.904144,0
-100.948944,32.907272,0
-100.956749,32.850735,0
-100.973236,32.866287,0
-100.971481,32.903702,0
-101.018547,32.916142,0
-100.959305,32.867405,0
-101.006561,32.875233,0
-100.945366,32.907822,0
-100.984337,32.905033,0
-100.956474,32.907169,0
-101.029381,32.895973,0
-101.048569,32.904633,0
-100.960648,32.881508,0
-100.960236,32.906822,0
-101.041336,32.89563,0
-100.960541,32.850758,0
-101.032295,32.907417,0
-100.96788,32.922215,0
-101.017914,32.905773,0
-100.98793,32.905922,0
-100.981201,32.889065,0
-100.952782,32.849342,0
-100.987602,32.859329,0
-101.014351,32.892345,0
-100.949432,32.896324,0
-101.033356,32.895531,0
-100.997025,32.890354,0
-100.936409,32.882423,0
-101.048973,32.886017,0
-101.007446,32.899837,0
-100.989014,32.890209,0
-100.995239,32.941696,0
-100.947884,32.882416,0
-84.739967,41.160507,0
-84.737343,41.125271,0
-84.798386,41.087135,0
-84.716805,41.144127,0
-84.79245,41.119694,0
-84.757805,41.160049,0
-84.775879,41.127235,0
-84.753822,41.118793,0
-84.716202,41.11713,0
-84.716919,41.140968,0
-84.775368,41.138016,0
-84.737381,41.128208,0
-84.792458,41.116169,0
-84.774742,41.155655,0
-84.790054,41.137402,0
-84.772896,41.087444,0
-84.774185,41.09071,0
-84.774628,41.094551,0
-84.734856,41.144917,0
-84.777176,41.130814,0
-84.715584,41.147408,0
-84.790527,41.144897,0
-84.776024,41.134357,0
-84.801285,41.083599,0
-84.733818,41.138859,0
-84.753853,41.115646,0
-84.753525,41.156723,0
-84.777779,41.145847,0
-84.757286,41.095196,0
-84.777008,41.105286,0
-84.71788,41.126537,0
-84.793716,41.124592,0
-84.734848,41.148052,0
-84.775368,41.141754,0
-84.798653,41.101017,0
-84.737404,41.131557,0
-84.776665,41.112644,0
-84.753899,41.130733,0
-84.790535,41.141369,0
-84.719154,41.130177,0
-84.777283,41.12376,0
-84.793686,41.112686,0
-84.737198,41.112072,0
-84.737251,41.115063,0
-84.73642,41.157116,0
-84.754036,41.134281,0
-84.737503,41.118118,0
-84.774872,41.158463,0
-76.385963,36.341061,0
-76.353645,36.33345,0
-76.424042,36.353477,0
-76.396233,36.307545,0
-76.426689,36.302544,0
-76.370003,36.325333,0
-76.389076,36.325081,0
-76.44619,36.297424,0
-76.397469,36.342102,0
-76.450584,36.285152,0
-76.466873,36.297226,0
-76.462936,36.319374,0
-76.398453,36.322083,0
-76.414139,36.339661,0
-76.407295,36.334019,0
-76.419777,36.307354,0
-76.488823,36.299015,0
-76.435684,36.295803,0
-76.424843,36.316849,0
-76.35453,36.337978,0
-76.386757,36.321388,0
-76.437187,36.30027,0
-76.432663,36.321186,0
-76.440598,36.27668,0
-76.370712,36.329563,0
-76.484222,36.290108,0
-76.383308,36.350651,0
-76.467178,36.28001,0
-76.421761,36.311729,0
-76.435501,36.266312,0
-76.423843,36.339352,0
-76.439224,36.332783,0
-76.416473,36.343983,0
-76.383537,36.317707,0
-76.355522,36.341755,0
-76.388268,36.345318,0
-76.44265,36.269436,0
-76.346054,36.333836,0
-76.432198,36.339088,0
-76.400581,36.34721,0
-76.395653,36.317608,0
-76.331047,36.33762,0
-76.41053,36.317535,0
-76.429092,36.326836,0
-76.473679,36.299664,0
-76.413979,36.354229,0
-76.403816,36.350872,0
-76.494637,36.28091,0
-76.388901,36.311218,0
-76.491341,36.286671,0
-76.450836,36.315205,0
-76.469376,36.322948,0
-76.4245,36.266045,0
-76.382721,36.337456,0
-76.361214,36.329243,0
-76.34787,36.342686,0
-76.421097,36.333057,0
-76.414978,36.327225,0
-76.403557,36.33046,0
-76.453026,36.289131,0
-76.360344,36.325592,0
-76.456879,36.27906,0
-76.328125,36.334953,0
-76.409866,36.337189,0
-76.486938,36.295513,0
-76.416428,36.358574,0
-76.439766,36.304138,0
-76.459023,36.315113,0
-76.441742,36.336708,0
-76.381058,36.346855,0
-76.394936,36.337215,0
-76.430145,36.332748,0
-76.346939,36.338432,0
-76.378647,36.34288,0
-76.456154,36.293797,0
-76.447258,36.281349,0
-76.450859,36.275238,0
-76.412277,36.322182,0
-76.465233,36.275421,0
-76.43129,36.26186,0
-76.429665,36.288994,0
-76.462364,36.287487,0
-76.446289,36.329727,0
-76.405014,36.309963,0
-76.336182,36.336098,0
-76.390884,36.329483,0
-76.455482,36.330601,0
-76.472778,36.287369,0
-76.445236,36.319702,0
-76.465538,36.292637,0
-76.380669,36.325661,0
-76.427666,36.283474,0
-76.392319,36.314716,0
-76.474373,36.290813,0
-76.440445,36.325539,0
-76.433006,36.291973,0
-76.481987,36.2869,0
-76.443794,36.340435,0
-76.44651,36.310295,0
-76.340889,36.334969,0
-76.452583,36.324001,0
-76.430023,36.310822,0
-76.392899,36.333973,0
-76.425659,36.357697,0
-101.823891,33.580894,0
-100.194092,29.188696,0
-100.229591,29.162895,0
-100.138794,29.215694,0
-100.220589,29.171095,0
-100.140892,29.214495,0
-100.176788,29.206095,0
-100.203293,29.193895,0
-100.185776,29.178185,0
-100.227592,29.163795,0
-100.158165,29.21703,0
-100.210625,29.181137,0
-100.221992,29.169596,0
-100.201157,29.194941,0
-100.223991,29.166096,0
-100.170013,29.210196,0
-100.184135,29.179501,0
-100.193481,29.190647,0
-100.193001,29.195938,0
-100.206192,29.182795,0
-100.211693,29.179396,0
-100.162323,29.214872,0
-100.219093,29.172396,0
-100.198692,29.184595,0
-100.212791,29.177795,0
-100.179688,29.181393,0
-100.143158,29.213545,0
-100.164093,29.213594,0
-100.171104,29.18432,0
-100.17395,29.183273,0
-100.167648,29.211025,0
-100.222992,29.167894,0
-100.176895,29.201395,0
-100.201096,29.183796,0
-100.196106,29.195812,0
-100.145691,29.212795,0
-100.160591,29.216194,0
-100.196136,29.187666,0
-100.217491,29.173695,0
-100.180893,29.199495,0
-100.211067,29.189075,0
-100.197395,29.186094,0
-100.216095,29.175196,0
-100.20488,29.192625,0
-100.225594,29.164894,0
-100.21447,29.176378,0
-100.178833,29.200258,0
-100.17688,29.20406,0
-100.165894,29.212395,0
-100.206795,29.191496,0
-100.208794,29.182295,0
-100.203506,29.183241,0
-100.18203,29.180489,0
-100.199493,29.195995,0
-100.208893,29.19051,0
-100.182495,29.198195,0
-103.854271,33.014404,0
-103.855537,33.032913,0
-103.864983,33.013836,0
-103.869209,33.013515,0
-103.855804,33.029808,0
-103.855408,33.035954,0
-103.87326,33.014576,0
-103.860741,33.014084,0
-122.092079,38.233505,0
-122.089287,38.232296,0
-72.019981,43.052677,0
-72.00782,43.067608,0
-72.021332,43.045483,0
-72.019501,43.056614,0
-72.023994,43.043133,0
-72.021606,43.048389,0
-72.009064,43.061455,0
-72.016457,43.058723,0
-72.006195,43.064255,0
-97.160995,33.201195,0
-97.160889,33.202095,0
-97.160889,33.200092,0
-81.692207,36.213486,0
-101.81868,31.142471,0
-101.868927,31.151867,0
-101.83651,31.163921,0
-101.821907,31.127522,0
-101.80513,31.182978,0
-101.85746,31.16272,0
-101.804779,31.142586,0
-101.814041,31.145281,0
-101.826332,31.146263,0
-101.830284,31.168631,0
-101.836273,31.176464,0
-101.801521,31.1439,0
-101.823105,31.178511,0
-101.825356,31.151545,0
-101.806725,31.171095,0
-101.84021,31.17503,0
-101.841873,31.169916,0
-101.838196,31.158159,0
-101.836357,31.140425,0
-101.845688,31.178602,0
-101.813675,31.168175,0
-101.858711,31.176561,0
-101.831703,31.156578,0
-101.831985,31.140368,0
-101.826683,31.129673,0
-101.811592,31.178934,0
-101.828491,31.142355,0
-101.807373,31.178944,0
-101.868622,31.167412,0
-101.821236,31.153147,0
-101.871391,31.147953,0
-101.832649,31.177662,0
-101.79464,31.181198,0
-101.802666,31.176712,0
-101.808548,31.154417,0
-101.863144,31.166939,0
-101.853737,31.1651,0
-101.800583,31.181259,0
-101.83432,31.168047,0
-101.817909,31.186045,0
-101.865356,31.15476,0
-101.797714,31.174809,0
-101.82196,31.185297,0
-101.826462,31.169788,0
-101.845535,31.153738,0
-101.859917,31.158327,0
-101.790977,31.182629,0
-101.858871,31.169928,0
-101.849434,31.168144,0
-101.79229,31.138617,0
-101.812721,31.153875,0
-101.85524,31.155397,0
-101.846329,31.170124,0
-101.867912,31.1754,0
-101.788483,31.140036,0
-101.875679,31.166714,0
-101.817078,31.154278,0
-101.786835,31.182844,0
-101.840714,31.15494,0
-101.863762,31.176664,0
-101.871742,31.177565,0
-101.873337,31.159958,0
-83.307274,43.818142,0
-83.301819,43.80687,0
-83.321541,43.819229,0
-83.28569,43.805721,0
-83.292931,43.835297,0
-83.29007,43.791111,0
-83.307938,43.825035,0
-83.304985,43.833988,0
-83.331856,43.809402,0
-83.296761,43.805729,0
-83.312599,43.825542,0
-83.303612,43.823662,0
-83.316711,43.818718,0
-83.326759,43.819637,0
-83.315453,43.804535,0
-83.30304,43.81665,0
-83.290779,43.810135,0
-83.324287,43.805984,0
-83.306183,43.809216,0
-83.311058,43.810287,0
-83.311996,43.818432,0
-83.315971,43.810284,0
-83.292366,43.79409,0
-83.321152,43.811035,0
-83.292641,43.820171,0
-83.327271,43.808643,0
-83.29216,43.805004,0
-83.295578,43.826019,0
-83.292274,43.823582,0
-70.649399,42.628193,0
-105.083221,34.827042,0
-105.129829,34.809025,0
-105.112175,34.804577,0
-104.965492,34.848404,0
-104.990051,34.842876,0
-105.006165,34.828461,0
-105.035408,34.818691,0
-105.089012,34.802601,0
-105.09108,34.815201,0
-105.07386,34.826187,0
-104.974815,34.82106,0
-105.119888,34.797096,0
-105.106392,34.808983,0
-104.997208,34.826515,0
-105.050957,34.825901,0
-104.97905,34.833855,0
-105.006889,34.823063,0
-104.988228,34.834633,0
-105.042267,34.822582,0
-104.99279,34.840046,0
-105.050941,34.833344,0
-104.975212,34.82515,0
-105.035187,34.803879,0
-105.099236,34.809086,0
-104.990288,34.828243,0
-105.00528,34.831944,0
-105.042328,34.805347,0
-105.06823,34.81599,0
-105.046761,34.828903,0
-104.971611,34.846863,0
-105.006989,34.810055,0
-104.967827,34.821671,0
-105.095894,34.811771,0
-104.978615,34.844154,0
-105.057808,34.825409,0
-105.135849,34.818306,0
-104.970421,34.842907,0
-105.142021,34.809177,0
-105.08783,34.824173,0
-104.954468,34.841373,0
-105.044556,34.834217,0
-104.961006,34.838665,0
-105.093132,34.820522,0
-104.983879,34.838547,0
-104.982239,34.825035,0
-105.011391,34.821106,0
-104.978767,34.840504,0
-105.03289,34.811226,0
-104.988525,34.824139,0
-105.004227,34.836098,0
-105.013069,34.806236,0
-105.116501,34.800247,0
-104.963005,34.842785,0
-105.115654,34.816151,0
-105.062202,34.817822,0
-105.147125,34.807648,0
-105.083191,34.81591,0
-105.075127,34.820415,0
-105.035606,34.822849,0
-105.148155,34.804321,0
-105.133652,34.806686,0
-105.138535,34.8116,0
-105.014153,34.813957,0
-105.013069,34.817272,0
-105.08786,34.808777,0
-104.986145,34.830364,0
-105.042343,34.810493,0
-105.12442,34.803993,0
-105.136826,34.814854,0
-105.029442,34.814186,0
-105.116364,34.808979,0
-105.02169,34.805126,0
-105.042465,34.814785,0
-105.128288,34.812744,0
-105.120354,34.806099,0
-105.019089,34.812035,0
-105.065559,34.82222,0
-105.108498,34.800163,0
-105.02269,34.809635,0
-105.114571,34.812016,0
-105.042473,34.81852,0
-105.090675,34.799412,0
-105.034027,34.808048,0
-105.081528,34.819267,0
-105.103058,34.804703,0
-105.107079,34.813156,0
-94.343697,41.415703,0
-94.254807,41.456207,0
-94.396996,41.444107,0
-94.330368,41.40929,0
-94.385559,41.48275,0
-94.301598,41.404858,0
-94.322784,41.473274,0
-94.392288,41.482998,0
-94.429344,41.484943,0
-94.386139,41.469261,0
-94.397697,41.483036,0
-94.377678,41.435295,0
-94.290421,41.463692,0
-94.310707,41.394783,0
-94.268257,41.405552,0
-94.296402,41.444115,0
-94.253548,41.471497,0
-94.339027,41.405815,0
-94.381905,41.441769,0
-94.243263,41.410412,0
-94.291374,41.397278,0
-94.304863,41.393867,0
-94.283958,41.419094,0
-94.331902,41.398754,0
-94.282272,41.43568,0
-94.418999,41.479111,0
-94.254768,41.439739,0
-94.321732,41.45435,0
-94.370758,41.463257,0
-94.283722,41.463474,0
-94.358536,41.477531,0
-94.372047,41.451923,0
-94.249306,41.439548,0
-94.346382,41.452438,0
-94.282265,41.453896,0
-94.296799,41.454327,0
-94.243317,41.464863,0
-94.291237,41.443409,0
-94.258209,41.471004,0
-94.37851,41.451023,0
-94.365364,41.463051,0
-94.278023,41.464458,0
-94.33094,41.42738,0
-94.265335,41.476353,0
-94.340454,41.462402,0
-94.296196,41.397682,0
-94.354736,41.438305,0
-94.437469,41.487724,0
-94.363052,41.476704,0
-94.288467,41.433914,0
-94.294304,41.414066,0
-94.257019,41.413155,0
-94.26915,41.386005,0
-94.30423,41.451855,0
-94.311623,41.435966,0
-94.248604,41.462261,0
-94.339424,41.397713,0
-94.397057,41.451286,0
-94.358795,41.471478,0
-94.27697,41.428867,0
-94.350182,41.43829,0
-94.281395,41.49123,0
-94.379311,41.428493,0
-94.289474,41.379719,0
-94.285736,41.427284,0
-94.302521,41.434074,0
-94.368591,41.4827,0
-94.277496,41.455044,0
-94.41777,41.464523,0
-94.312912,41.443848,0
-94.411095,41.472282,0
-94.296555,41.463947,0
-94.380219,41.483471,0
-94.268166,41.484684,0
-94.305656,41.423782,0
-94.281929,41.471966,0
-94.321831,41.427334,0
-94.37336,41.482685,0
-94.31443,41.463078,0
-94.354607,41.484344,0
-94.262733,41.469257,0
-94.308937,41.462139,0
-94.269325,41.474205,0
-94.326408,41.426868,0
-94.309372,41.451698,0
-94.272491,41.455254,0
-94.288452,41.48156,0
-94.390839,41.440517,0
-94.350014,41.485065,0
-94.328941,41.465153,0
-94.35186,41.452541,0
-94.424454,41.480728,0
-94.287514,41.471931,0
-94.325836,41.409271,0
-94.24913,41.410904,0
-94.252068,41.491184,0
-94.333961,41.406925,0
-94.320641,41.462818,0
-94.400223,41.47625,0
-94.305405,41.444336,0
-94.254539,41.447399,0
-94.33345,41.420155,0
-94.329079,41.473087,0
-94.268097,41.46471,0
-94.295189,41.38015,0
-94.273109,41.464466,0
-94.303665,41.415112,0
-94.423492,41.469212,0
-94.403633,41.455898,0
-94.41124,41.481457,0
-94.292381,41.47192,0
-94.388695,41.458855,0
-94.253609,41.479675,0
-94.347473,41.399673,0
-94.269264,41.399078,0
-94.27404,41.485374,0
-94.31012,41.406532,0
-94.285645,41.449993,0
-94.407211,41.46476,0
-94.384628,41.451057,0
-94.372597,41.426941,0
-94.390831,41.450943,0
-94.30294,41.462311,0
-94.273674,41.398533,0
-94.314697,41.420479,0
-94.441376,41.498638,0
-94.450508,41.485687,0
-94.421623,41.501507,0
-94.405968,41.473373,0
-94.457558,41.498928,0
-94.448822,41.499352,0
-94.308823,41.473969,0
-94.405762,41.493271,0
-94.410431,41.501614,0
-94.345177,41.439922,0
-94.399841,41.466049,0
-94.364052,41.455402,0
-94.378159,41.472343,0
-94.310394,41.422241,0
-94.422745,41.493279,0
-97.2108,34.394485,0
-97.203789,34.413982,0
-97.133026,34.401348,0
-97.198959,34.394241,0
-97.202126,34.393734,0
-97.191353,34.394913,0
-97.171593,34.388325,0
-97.151588,34.357567,0
-97.157501,34.360653,0
-97.199501,34.379906,0
-97.196419,34.394535,0
-97.163109,34.363235,0
-97.193871,34.394604,0
-97.165535,34.383533,0
-97.209801,34.377872,0
-97.152649,34.380653,0
-97.206085,34.378593,0
-97.149666,34.379925,0
-97.16906,34.366863,0
-97.1819,34.391533,0
-97.137352,34.40107,0
-97.163055,34.383503,0
-97.153275,34.416985,0
-97.154617,34.359192,0
-97.178795,34.389713,0
-97.205452,34.394184,0
-97.168686,34.387463,0
-97.175835,34.388966,0
-97.138794,34.376553,0
-97.165802,34.364204,0
-97.174713,34.366005,0
-97.160599,34.383003,0
-97.160339,34.361973,0
-97.20649,34.413532,0
-97.155396,34.381462,0
-97.184654,34.392303,0
-97.146622,34.380062,0
-97.193649,34.418022,0
-97.129349,34.401718,0
-97.188774,34.394592,0
-97.158165,34.382423,0
-97.196465,34.417442,0
-97.202751,34.379353,0
-97.12368,34.403469,0
-97.209206,34.413383,0
-97.208153,34.394436,0
-97.19915,34.416973,0
-97.155708,34.417065,0
-97.17186,34.366924,0
-97.147369,34.413673,0
-84.315895,41.51519,0
-88.02977,39.531311,0
-79.244499,42.414898,0
-79.25061,42.423431,0
-79.22332,42.416336,0
-79.252396,42.430599,0
-79.231186,42.410717,0
-79.250298,42.417698,0
-79.259651,42.431263,0
-79.259148,42.427994,0
-79.194038,42.378143,0
-79.20575,42.381874,0
-79.227005,42.417694,0
-79.2416,42.393955,0
-79.248459,42.428749,0
-79.230286,42.395222,0
-79.217438,42.390697,0
-79.221886,42.395088,0
-79.222168,42.388699,0
-79.229759,42.427402,0
-79.215973,42.393768,0
-79.25518,42.424694,0
-79.224182,42.390987,0
-79.214523,42.381958,0
-79.245773,42.418236,0
-79.209778,42.382069,0
-79.232803,42.430202,0
-79.231461,42.397808,0
-79.219643,42.386463,0
-79.245026,42.427578,0
-79.259079,42.425243,0
-79.242203,42.403996,0
-79.250679,42.420475,0
-79.218674,42.408447,0
-79.228981,42.413719,0
-79.2239,42.412853,0
-79.197357,42.379391,0
-79.22126,42.410576,0
-97.535095,36.300163,0
-97.53923,36.342121,0
-97.544456,36.334728,0
-97.552521,36.324238,0
-97.522255,36.305908,0
-97.612282,36.336399,0
-97.520111,36.344391,0
-97.51635,36.343063,0
-97.570381,36.338253,0
-97.591728,36.342777,0
-97.545219,36.327263,0
-97.5205,36.241096,0
-97.610939,36.294113,0
-97.600105,36.337944,0
-97.509247,36.286774,0
-97.646835,36.323586,0
-97.534821,36.269688,0
-97.52079,36.363419,0
-97.530136,36.352558,0
-97.544273,36.280651,0
-97.530746,36.255924,0
-97.518478,36.351891,0
-97.535141,36.27821,0
-97.516998,36.233276,0
-97.507904,36.256905,0
-97.511452,36.255791,0
-97.641922,36.321609,0
-97.539841,36.278843,0
-97.507942,36.337666,0
-97.525566,36.323952,0
-97.543747,36.344193,0
-97.573822,36.335201,0
-97.54805,36.33419,0
-97.608925,36.338192,0
-97.539047,36.329086,0
-97.525436,36.266785,0
-97.646584,36.334824,0
-97.528328,36.273468,0
-97.512459,36.335072,0
-97.615379,36.345432,0
-97.521767,36.312836,0
-97.520454,36.337055,0
-97.64267,36.345322,0
-97.517433,36.266041,0
-97.534729,36.345455,0
-97.524193,36.337933,0
-97.507896,36.294983,0
-97.512787,36.294884,0
-97.548828,36.28199,0
-97.525169,36.301357,0
-97.595436,36.336594,0
-97.629677,36.32338,0
-97.520897,36.233299,0
-97.518875,36.292652,0
-97.642059,36.330929,0
-97.547333,36.276527,0
-97.634338,36.349106,0
-97.525612,36.35276,0
-97.527283,36.30751,0
-97.580002,36.343521,0
-97.544434,36.257854,0
-97.525116,36.313305,0
-97.52285,36.28714,0
-97.632828,36.328815,0
-97.517403,36.308372,0
-97.577766,36.335121,0
-97.522171,36.298641,0
-97.530884,36.295757,0
-97.526085,36.293278,0
-97.516853,36.301064,0
-97.590797,36.330975,0
-97.526337,36.255135,0
-97.601158,36.265926,0
-97.634979,36.321213,0
-97.530518,36.277966,0
-97.646858,36.342945,0
-97.530754,36.324726,0
-97.516495,36.364464,0
-97.498894,36.334202,0
-97.536842,36.291168,0
-97.619492,36.341751,0
-97.516891,36.335232,0
-97.545029,36.247559,0
-97.539902,36.299545,0
-97.503601,36.335072,0
-97.535805,36.258667,0
-97.570885,36.281479,0
-97.615082,36.321609,0
-97.561783,36.334435,0
-97.509666,36.270103,0
-97.55761,36.323929,0
-97.628143,36.336945,0
-97.610458,36.322308,0
-97.53981,36.255535,0
-97.52829,36.287582,0
-97.53968,36.270134,0
-97.641617,36.338081,0
-97.516846,36.31636,0
-97.629967,36.350929,0
-97.521194,36.262295,0
-97.637787,36.34853,0
-97.513176,36.268726,0
-97.507103,36.263378,0
-97.530708,36.26622,0
-76.9506,41.744892,0
-76.842995,41.768494,0
-76.907295,41.765091,0
-76.8778,41.772991,0
